loan_amnt,term,int_rate,annual_inc,dti,home_ownership,grade
8000.0, 36 months,13.44,80000.0,22.14,MORTGAGE,C
24900.0, 36 months,13.67,65592.0,17.23,MORTGAGE,C
24000.0, 36 months,6.89,90000.0,18.44,MORTGAGE,A
4700.0, 36 months,13.44,22000.0,17.64,RENT,C
18000.0, 36 months,11.48,220000.0,19.56,MORTGAGE,B
28000.0, 36 months,13.67,85000.0,7.45,MORTGAGE,C
5600.0, 36 months,11.99,36512.0,33.14,RENT,C
8300.0, 36 months,12.59,86000.0,8.88,MORTGAGE,C
24000.0, 36 months,9.17,81000.0,28.58,MORTGAGE,B
4775.0, 36 months,18.99,14072.0,33.62,RENT,E
2500.0, 36 months,13.44,38000.0,19.11,RENT,C
35000.0, 36 months,11.22,135537.0,9.35,MORTGAGE,B
35000.0, 36 months,11.48,520000.0,18.53,RENT,B
6000.0, 36 months,9.8,60000.0,39.84,MORTGAGE,B
24000.0, 36 months,6.99,100000.0,8.0,MORTGAGE,A
25000.0, 36 months,11.99,60000.0,15.07,MORTGAGE,C
22750.0, 60 months,13.18,270000.0,9.95,RENT,C
6000.0, 36 months,13.99,30000.0,15.92,OWN,C
3600.0, 36 months,11.22,40000.0,27.54,RENT,B
35000.0, 60 months,18.49,73309.8,15.4,RENT,D
5000.0, 36 months,12.59,75000.0,39.44,MORTGAGE,C
6000.0, 36 months,10.78,20000.0,30.19,RENT,B
12000.0, 36 months,5.32,80000.0,14.9,RENT,A
24000.0, 36 months,9.17,66000.0,23.98,RENT,B
35000.0, 36 months,9.8,173000.0,22.42,OWN,B
21000.0, 60 months,13.44,75000.0,21.56,MORTGAGE,C
35000.0, 60 months,18.49,85000.0,17.87,MORTGAGE,E
7200.0, 36 months,11.48,22000.0,23.57,RENT,B
35000.0, 36 months,13.44,160000.0,11.19,MORTGAGE,C
7000.0, 36 months,6.99,70000.0,1.23,OWN,A
10000.0, 36 months,11.99,75000.0,28.24,MORTGAGE,C
25000.0, 36 months,9.8,70000.0,15.2,MORTGAGE,B
16000.0, 36 months,16.59,81000.0,28.55,MORTGAGE,D
10000.0, 36 months,8.38,64000.0,18.28,RENT,B
4000.0, 36 months,12.88,80000.0,6.45,RENT,C
16000.0, 36 months,5.32,50000.0,7.78,OWN,A
6000.0, 36 months,10.78,79000.0,22.62,MORTGAGE,B
17000.0, 36 months,5.32,98000.0,9.21,MORTGAGE,A
12000.0, 36 months,6.99,100000.0,6.9,RENT,A
10000.0, 36 months,8.49,58000.0,14.4,MORTGAGE,B
5000.0, 36 months,10.78,58000.0,37.06,MORTGAGE,B
9600.0, 36 months,13.44,28000.0,9.73,RENT,C
15000.0, 36 months,10.78,145000.0,8.18,RENT,B
6000.0, 36 months,5.32,99000.0,13.1,RENT,A
16000.0, 36 months,8.49,75000.0,19.44,RENT,B
7000.0, 36 months,8.49,70000.0,18.04,MORTGAGE,B
12000.0, 36 months,7.91,30000.0,14.68,RENT,A
15000.0, 36 months,11.48,50000.0,10.71,MORTGAGE,B
10000.0, 36 months,5.32,50000.0,18.19,RENT,A
35000.0, 60 months,11.99,148000.0,9.86,MORTGAGE,C
15500.0, 36 months,13.44,50000.0,38.33,RENT,C
13600.0, 60 months,19.89,51000.0,33.79,OWN,E
15000.0, 36 months,10.64,65000.0,31.5,MORTGAGE,B
16725.0, 36 months,13.44,33453.0,34.52,RENT,C
12000.0, 36 months,11.99,85280.0,9.15,RENT,C
12000.0, 36 months,5.32,56000.0,16.67,RENT,A
15400.0, 60 months,23.13,35000.0,24.04,OWN,F
10000.0, 36 months,5.32,80000.0,14.51,MORTGAGE,A
20000.0, 60 months,15.77,150000.0,11.66,MORTGAGE,D
10000.0, 36 months,10.78,120000.0,14.61,RENT,B
2000.0, 36 months,15.41,40000.0,13.41,RENT,D
16000.0, 36 months,7.89,82000.0,26.45,RENT,A
6600.0, 36 months,11.22,13230.0,27.95,MORTGAGE,B
19925.0, 60 months,26.99,55400.0,19.41,RENT,G
17000.0, 36 months,7.91,65000.0,19.88,MORTGAGE,A
8000.0, 36 months,6.99,32000.0,14.18,RENT,A
28000.0, 36 months,9.76,60000.0,10.42,RENT,B
11000.0, 36 months,7.91,40000.0,23.88,MORTGAGE,A
7000.0, 36 months,7.89,35000.0,18.42,RENT,A
10000.0, 36 months,9.17,50000.0,26.67,MORTGAGE,B
21600.0, 60 months,13.18,85000.0,34.02,MORTGAGE,C
4000.0, 36 months,11.48,42000.0,12.6,MORTGAGE,B
11000.0, 36 months,8.49,125000.0,27.87,MORTGAGE,B
15000.0, 36 months,5.32,155000.0,8.66,RENT,A
32000.0, 36 months,14.85,80000.0,12.8,RENT,C
24000.0, 36 months,6.24,93000.0,15.08,MORTGAGE,A
8000.0, 36 months,11.99,65000.0,7.7,MORTGAGE,C
12000.0, 36 months,7.49,55000.0,25.88,MORTGAGE,A
22350.0, 60 months,19.48,85000.0,35.79,MORTGAGE,E
15000.0, 60 months,17.57,55000.0,9.47,RENT,D
21500.0, 36 months,18.99,65000.0,30.26,MORTGAGE,E
28000.0, 60 months,12.59,98000.0,8.53,MORTGAGE,C
20000.0, 36 months,5.32,60000.0,26.23,MORTGAGE,A
4000.0, 36 months,9.17,21000.0,12.59,RENT,B
12500.0, 36 months,11.99,65000.0,15.42,MORTGAGE,C
7200.0, 36 months,13.44,57000.0,24.36,RENT,C
5650.0, 36 months,16.59,30000.0,16.08,RENT,D
34100.0, 60 months,12.88,92892.0,29.14,MORTGAGE,C
7500.0, 36 months,14.85,111800.0,36.23,OWN,C
19725.0, 60 months,21.48,47000.0,37.22,RENT,E
10500.0, 60 months,11.99,110000.0,18.15,RENT,C
16225.0, 60 months,23.13,63000.0,28.53,RENT,F
13500.0, 36 months,10.78,77000.0,14.45,RENT,B
7200.0, 36 months,11.48,85000.0,17.53,RENT,B
7500.0, 36 months,8.38,125000.0,24.18,OWN,B
4000.0, 36 months,8.49,45000.0,19.1,OWN,B
6000.0, 36 months,10.78,100000.0,24.34,RENT,B
35000.0, 36 months,13.99,110000.0,16.45,MORTGAGE,C
21000.0, 60 months,16.59,52000.0,20.33,MORTGAGE,D
10000.0, 36 months,13.18,65000.0,20.29,MORTGAGE,C
7000.0, 36 months,14.85,60000.0,24.66,MORTGAGE,C
6000.0, 36 months,13.99,74800.0,11.21,RENT,C
8000.0, 36 months,5.32,65000.0,21.57,OWN,A
18175.0, 36 months,15.41,50538.8,18.74,RENT,D
11000.0, 36 months,6.89,135000.0,12.71,RENT,A
11000.0, 36 months,12.88,83400.0,26.0,MORTGAGE,C
26825.0, 60 months,18.99,66548.0,31.61,MORTGAGE,E
28000.0, 36 months,5.32,80000.0,21.53,OWN,A
1000.0, 36 months,15.41,35000.0,28.57,RENT,D
35000.0, 36 months,7.49,125000.0,21.72,MORTGAGE,A
7500.0, 36 months,10.78,37500.0,12.35,RENT,B
5000.0, 36 months,9.76,100500.0,4.97,RENT,B
24000.0, 36 months,11.22,80000.0,16.25,RENT,B
8000.0, 36 months,11.99,35000.0,26.99,RENT,C
10000.0, 36 months,14.48,25000.0,19.64,RENT,C
20000.0, 36 months,6.49,150000.0,1.14,MORTGAGE,A
31275.0, 36 months,15.41,240000.0,18.12,RENT,D
10000.0, 36 months,7.49,60000.0,12.33,MORTGAGE,A
5000.0, 36 months,11.48,60000.0,18.65,RENT,B
3500.0, 36 months,5.32,135000.0,4.03,RENT,A
6500.0, 36 months,6.24,16308.0,21.71,RENT,A
6400.0, 36 months,12.88,87000.0,10.62,RENT,C
10000.0, 36 months,11.48,72000.0,26.9,MORTGAGE,B
20800.0, 36 months,7.91,101000.0,8.5,RENT,A
20000.0, 36 months,7.89,59000.0,27.32,OWN,A
16100.0, 36 months,13.99,35000.0,20.27,OWN,C
12000.0, 60 months,14.48,131569.0,20.44,OWN,C
4200.0, 36 months,11.99,45000.0,17.6,MORTGAGE,C
31150.0, 60 months,22.45,82000.0,38.11,MORTGAGE,F
14000.0, 60 months,13.99,36000.0,17.43,MORTGAGE,C
10000.0, 36 months,11.99,42000.0,23.76,MORTGAGE,C
20000.0, 36 months,11.48,370000.0,7.09,MORTGAGE,B
12600.0, 60 months,13.18,60000.0,23.43,MORTGAGE,C
15000.0, 36 months,10.78,46000.0,30.65,MORTGAGE,B
7000.0, 36 months,6.89,72000.0,17.3,RENT,A
24000.0, 60 months,16.59,55000.0,12.46,MORTGAGE,D
6475.0, 36 months,17.97,46000.0,26.91,MORTGAGE,D
17975.0, 36 months,16.55,85000.0,35.58,MORTGAGE,D
16000.0, 36 months,7.91,110000.0,20.09,RENT,A
28000.0, 36 months,7.91,115000.0,10.15,MORTGAGE,A
9500.0, 36 months,10.64,21600.0,14.61,OWN,B
18000.0, 60 months,13.99,60000.0,8.0,MORTGAGE,C
2500.0, 36 months,11.48,16488.0,38.06,RENT,B
12000.0, 36 months,5.32,110000.0,17.9,MORTGAGE,A
17000.0, 60 months,8.49,70000.0,24.81,MORTGAGE,B
8000.0, 36 months,7.26,78000.0,18.4,RENT,A
11000.0, 36 months,5.32,80000.0,11.66,MORTGAGE,A
5000.0, 36 months,13.18,48972.0,25.09,MORTGAGE,C
22400.0, 60 months,10.64,95000.0,15.37,RENT,B
11050.0, 60 months,14.85,60000.0,27.18,MORTGAGE,C
17800.0, 36 months,15.77,71000.0,14.01,MORTGAGE,D
13000.0, 60 months,16.59,40000.0,16.74,RENT,D
10500.0, 36 months,13.99,110000.0,30.73,MORTGAGE,C
17000.0, 60 months,11.22,110000.0,15.72,RENT,B
12000.0, 36 months,6.49,80000.0,24.15,MORTGAGE,A
12000.0, 36 months,5.32,130000.0,14.76,MORTGAGE,A
6025.0, 36 months,17.27,54000.0,33.6,RENT,D
3600.0, 36 months,13.67,32000.0,23.17,OWN,C
12000.0, 36 months,7.49,48000.0,25.05,MORTGAGE,A
27000.0, 36 months,6.49,71000.0,14.29,MORTGAGE,A
3000.0, 36 months,17.97,36000.0,17.37,OWN,D
17000.0, 36 months,6.49,73000.0,34.36,RENT,A
8000.0, 36 months,9.17,40000.0,28.83,RENT,B
3000.0, 36 months,7.91,70000.0,20.81,OWN,A
3500.0, 36 months,7.91,80000.0,7.92,RENT,A
18075.0, 60 months,13.99,70000.0,25.32,MORTGAGE,C
15000.0, 36 months,9.17,55000.0,22.69,RENT,B
4000.0, 36 months,10.78,60000.0,13.35,MORTGAGE,B
6000.0, 36 months,11.48,30680.0,21.67,OWN,B
5000.0, 36 months,13.67,63000.0,20.63,OWN,C
15000.0, 36 months,7.91,136000.0,13.59,MORTGAGE,A
12000.0, 60 months,20.5,65000.0,32.7,OWN,E
8000.0, 36 months,10.64,47000.0,23.9,RENT,B
5000.0, 36 months,13.99,33500.0,35.18,MORTGAGE,C
6600.0, 36 months,8.38,56900.0,12.8,MORTGAGE,B
15400.0, 36 months,5.32,85000.0,8.92,MORTGAGE,A
25000.0, 36 months,13.99,70000.0,27.39,MORTGAGE,C
5000.0, 36 months,5.32,40000.0,16.23,OWN,A
7200.0, 36 months,15.77,50000.0,28.05,MORTGAGE,D
27000.0, 36 months,7.49,55000.0,21.78,MORTGAGE,A
7500.0, 36 months,12.59,90000.0,21.0,MORTGAGE,C
10500.0, 36 months,15.77,70100.0,8.51,RENT,D
2950.0, 36 months,19.89,203000.0,6.38,MORTGAGE,E
3425.0, 36 months,19.99,34000.0,15.3,RENT,E
8000.0, 36 months,10.78,43500.0,11.98,MORTGAGE,B
12000.0, 36 months,16.59,101550.0,20.01,MORTGAGE,D
13375.0, 36 months,9.76,134900.0,22.94,MORTGAGE,B
12000.0, 60 months,19.89,33000.0,15.16,RENT,E
16000.0, 36 months,5.32,85000.0,11.87,RENT,A
4000.0, 36 months,11.99,96000.0,11.31,RENT,C
4000.0, 36 months,11.99,42000.0,21.74,MORTGAGE,C
15600.0, 60 months,13.44,99000.0,15.45,RENT,C
10900.0, 36 months,15.41,50000.0,29.0,RENT,D
7200.0, 36 months,12.88,55000.0,18.5,RENT,C
4500.0, 36 months,13.44,34150.0,27.35,RENT,C
35000.0, 60 months,19.99,360000.0,9.56,MORTGAGE,E
2500.0, 36 months,12.59,170000.0,17.17,MORTGAGE,C
5000.0, 36 months,14.85,62000.0,36.8,RENT,C
24000.0, 36 months,5.32,65000.0,20.25,OWN,A
7000.0, 36 months,6.99,90000.0,8.36,MORTGAGE,A
13000.0, 36 months,10.78,61500.0,6.71,RENT,B
22000.0, 36 months,7.49,50000.0,21.22,RENT,A
16000.0, 36 months,11.48,75000.0,17.19,RENT,B
12000.0, 36 months,6.49,120000.0,25.21,OWN,A
4000.0, 36 months,16.59,35000.0,11.45,OWN,D
4500.0, 36 months,9.17,30160.0,13.05,RENT,B
25000.0, 60 months,18.99,80000.0,13.62,MORTGAGE,E
10000.0, 36 months,13.44,48000.0,29.93,OWN,C
20000.0, 36 months,13.44,42000.0,32.8,RENT,C
4800.0, 36 months,13.44,45000.0,23.68,RENT,C
8000.0, 36 months,11.48,50000.0,12.67,RENT,B
35000.0, 60 months,17.86,180000.0,11.57,OWN,D
15000.0, 36 months,15.77,30000.0,18.84,OWN,D
21000.0, 60 months,17.97,50000.0,30.58,MORTGAGE,D
10000.0, 36 months,8.49,60000.0,7.46,RENT,B
28000.0, 36 months,7.91,102000.0,21.05,MORTGAGE,A
17125.0, 60 months,11.22,72000.0,34.4,OWN,B
6000.0, 36 months,14.85,53000.0,25.5,RENT,C
4300.0, 36 months,15.77,30000.0,9.76,RENT,D
11000.0, 36 months,6.49,85000.0,15.0,MORTGAGE,A
2100.0, 36 months,6.49,50000.0,4.34,RENT,A
32000.0, 36 months,8.49,101000.0,23.01,MORTGAGE,B
10000.0, 36 months,8.49,75000.0,21.36,RENT,B
14000.0, 60 months,17.27,70000.0,33.84,MORTGAGE,D
20000.0, 60 months,13.18,90000.0,10.45,MORTGAGE,C
5525.0, 36 months,7.49,32000.0,3.86,OWN,A
10000.0, 60 months,13.44,140000.0,9.99,RENT,C
15000.0, 36 months,11.22,130000.0,9.11,RENT,B
35000.0, 60 months,9.17,175000.0,17.14,RENT,B
5000.0, 36 months,7.26,37500.0,33.12,OWN,A
18000.0, 36 months,6.49,103000.0,11.58,MORTGAGE,A
16625.0, 36 months,20.5,79632.0,20.6,MORTGAGE,E
24000.0, 60 months,10.64,54000.0,19.62,MORTGAGE,B
24000.0, 36 months,7.91,200000.0,18.87,MORTGAGE,A
15000.0, 36 months,13.44,70000.0,33.44,OWN,C
3000.0, 36 months,17.27,38000.0,4.26,RENT,D
18000.0, 60 months,13.99,71500.0,16.2,MORTGAGE,C
14650.0, 60 months,19.48,49000.0,26.4,RENT,E
21000.0, 36 months,5.32,124000.0,18.88,MORTGAGE,A
6800.0, 36 months,8.49,40000.0,13.32,MORTGAGE,B
35000.0, 36 months,19.48,100000.0,27.64,MORTGAGE,E
28000.0, 36 months,5.32,160000.0,13.53,RENT,A
10000.0, 36 months,7.49,120000.0,18.63,MORTGAGE,A
28000.0, 36 months,15.77,90000.0,11.12,MORTGAGE,D
11000.0, 36 months,5.32,50000.0,16.32,RENT,A
15000.0, 36 months,11.48,60000.0,30.48,MORTGAGE,B
12000.0, 60 months,18.99,46000.0,16.56,RENT,E
14875.0, 60 months,18.99,40000.0,11.16,RENT,E
3400.0, 36 months,12.88,54800.0,12.11,MORTGAGE,C
5000.0, 36 months,9.8,72000.0,6.52,OWN,B
10000.0, 60 months,16.99,34700.0,30.72,RENT,D
15000.0, 36 months,12.88,50000.0,13.92,MORTGAGE,C
10000.0, 36 months,9.17,27600.0,12.96,MORTGAGE,B
15000.0, 36 months,9.17,50000.0,10.3,RENT,B
20000.0, 60 months,11.99,155000.0,22.47,MORTGAGE,C
10000.0, 36 months,10.64,50000.0,21.36,OWN,B
22000.0, 60 months,10.78,100000.0,6.82,MORTGAGE,B
9600.0, 36 months,9.17,31000.0,18.97,RENT,B
15000.0, 36 months,16.59,110000.0,25.09,MORTGAGE,D
10000.0, 36 months,13.67,65000.0,16.21,MORTGAGE,C
20000.0, 60 months,11.48,60000.0,21.28,RENT,B
20000.0, 60 months,13.18,115000.0,11.52,MORTGAGE,C
6000.0, 36 months,10.64,98000.0,34.83,MORTGAGE,B
10000.0, 36 months,5.32,80000.0,22.35,MORTGAGE,A
5000.0, 36 months,6.99,99840.0,13.72,RENT,A
8000.0, 36 months,14.48,50000.0,26.36,RENT,C
21000.0, 36 months,8.49,130000.0,7.98,MORTGAGE,B
6000.0, 36 months,9.17,45000.0,23.57,RENT,B
7500.0, 36 months,6.49,52513.0,17.05,RENT,A
12500.0, 36 months,12.88,53220.0,14.16,MORTGAGE,C
18000.0, 60 months,11.99,135000.0,13.42,MORTGAGE,C
4500.0, 36 months,6.24,84500.0,6.93,OWN,A
8000.0, 36 months,9.17,66000.0,17.64,MORTGAGE,B
16000.0, 60 months,10.78,40000.0,15.69,OWN,B
20000.0, 36 months,7.49,55000.0,11.04,MORTGAGE,A
7800.0, 36 months,9.17,68012.0,11.61,RENT,B
16000.0, 60 months,13.67,45000.0,28.45,RENT,C
21000.0, 60 months,11.99,50000.0,7.75,RENT,C
8800.0, 36 months,9.8,92000.0,5.18,MORTGAGE,B
28000.0, 36 months,7.49,124000.0,8.48,OWN,A
24000.0, 36 months,5.32,125000.0,12.61,MORTGAGE,A
5000.0, 36 months,8.49,100000.0,27.29,MORTGAGE,B
4800.0, 36 months,13.18,75000.0,25.22,OWN,C
12475.0, 60 months,13.67,55000.0,0.72,MORTGAGE,C
10000.0, 36 months,9.8,45000.0,27.97,RENT,B
6000.0, 36 months,5.32,80000.0,13.5,MORTGAGE,A
5000.0, 36 months,12.88,48000.0,17.48,RENT,C
3600.0, 36 months,10.64,70500.0,27.01,MORTGAGE,B
8975.0, 36 months,21.48,67000.0,21.53,OWN,E
10000.0, 36 months,5.32,175000.0,22.07,MORTGAGE,A
25000.0, 36 months,11.48,185000.0,14.03,RENT,B
5400.0, 36 months,6.49,90000.0,29.69,RENT,A
12000.0, 36 months,7.91,172500.0,4.97,RENT,A
7000.0, 36 months,12.88,55000.0,37.22,OWN,C
15400.0, 36 months,11.48,55000.0,16.63,RENT,B
20000.0, 60 months,13.99,130000.0,14.86,MORTGAGE,C
14000.0, 36 months,6.99,65000.0,15.22,OWN,A
18025.0, 60 months,12.88,39200.0,29.5,RENT,C
6000.0, 36 months,11.99,60000.0,11.54,MORTGAGE,C
4575.0, 36 months,17.27,40000.0,36.33,MORTGAGE,D
8500.0, 36 months,9.17,35500.0,5.88,OWN,B
3200.0, 36 months,6.89,66000.0,8.18,RENT,A
30000.0, 36 months,10.78,80000.0,12.88,RENT,B
13000.0, 60 months,7.89,170000.0,11.81,MORTGAGE,A
20000.0, 60 months,11.99,71000.0,20.86,MORTGAGE,C
7500.0, 36 months,9.76,61000.0,10.92,RENT,B
10000.0, 36 months,6.99,120000.0,13.73,MORTGAGE,A
20000.0, 36 months,12.88,56000.0,22.4,MORTGAGE,C
30000.0, 36 months,9.17,129500.0,20.9,MORTGAGE,B
16000.0, 36 months,7.91,97000.0,17.17,MORTGAGE,A
18000.0, 36 months,11.99,45000.0,35.09,RENT,C
22500.0, 36 months,14.85,59861.0,4.53,MORTGAGE,C
12000.0, 36 months,12.88,76000.0,24.37,MORTGAGE,C
12650.0, 36 months,14.85,36400.0,17.8,RENT,C
10800.0, 36 months,13.44,30000.0,5.88,RENT,C
10000.0, 36 months,10.64,60000.0,12.96,RENT,B
10000.0, 36 months,7.91,75000.0,10.64,MORTGAGE,A
9800.0, 36 months,10.78,47000.0,14.69,MORTGAGE,B
12000.0, 60 months,9.17,72000.0,28.13,MORTGAGE,B
21275.0, 36 months,14.85,56035.0,32.79,MORTGAGE,C
15000.0, 36 months,8.49,135000.0,25.04,MORTGAGE,B
6950.0, 36 months,13.99,24199.8,15.38,OWN,C
10000.0, 36 months,8.49,70000.0,1.65,MORTGAGE,B
19350.0, 60 months,24.24,44000.0,23.46,MORTGAGE,F
15000.0, 36 months,6.49,150000.0,9.79,OWN,A
32100.0, 36 months,19.99,112000.0,37.42,RENT,E
8000.0, 36 months,10.64,50000.0,18.77,OWN,B
13000.0, 36 months,9.8,39000.0,8.74,MORTGAGE,B
6000.0, 36 months,9.17,87000.0,18.95,RENT,B
9500.0, 36 months,8.38,46000.0,18.94,MORTGAGE,B
12000.0, 36 months,5.32,45000.0,29.87,OWN,A
35000.0, 60 months,14.85,150000.0,31.65,MORTGAGE,C
21000.0, 60 months,11.99,65000.0,31.69,RENT,C
10000.0, 36 months,9.17,35000.0,23.01,MORTGAGE,B
8025.0, 36 months,11.22,65000.0,22.14,RENT,B
20000.0, 36 months,7.91,120000.0,4.99,OWN,A
24000.0, 60 months,17.86,79500.0,13.16,MORTGAGE,D
8500.0, 36 months,11.99,39000.0,9.26,RENT,C
11325.0, 36 months,13.67,27000.0,32.23,MORTGAGE,C
9600.0, 36 months,13.99,22900.0,14.77,RENT,C
7000.0, 36 months,6.49,93000.0,34.35,MORTGAGE,A
3225.0, 36 months,24.24,65000.0,14.18,MORTGAGE,F
14400.0, 36 months,7.49,88186.0,2.24,MORTGAGE,A
9800.0, 36 months,9.17,52000.0,17.29,RENT,B
15000.0, 36 months,11.22,80000.0,17.48,MORTGAGE,B
6000.0, 36 months,8.38,32000.0,26.97,MORTGAGE,B
2000.0, 36 months,11.99,47000.0,10.32,RENT,C
20000.0, 36 months,7.89,75000.0,24.19,OWN,A
28000.0, 36 months,5.32,100000.0,12.41,RENT,A
13500.0, 36 months,6.99,42000.0,12.83,MORTGAGE,A
23400.0, 36 months,7.89,78500.0,19.26,RENT,A
28000.0, 36 months,15.77,105000.0,28.35,MORTGAGE,D
14000.0, 36 months,12.59,28000.0,21.77,OWN,C
15975.0, 36 months,13.44,45000.0,14.12,RENT,C
24000.0, 36 months,6.49,100000.0,10.06,RENT,A
15000.0, 36 months,5.32,60000.0,21.48,OWN,A
35000.0, 36 months,17.27,95000.0,18.18,MORTGAGE,D
5000.0, 36 months,11.99,60900.0,34.01,MORTGAGE,C
7500.0, 36 months,13.99,43033.0,12.35,RENT,C
9600.0, 36 months,6.89,36000.0,29.37,MORTGAGE,A
30000.0, 60 months,12.88,136000.0,26.75,MORTGAGE,C
2800.0, 36 months,14.48,34000.0,9.64,MORTGAGE,C
5000.0, 36 months,11.48,170000.0,0.75,RENT,B
24000.0, 36 months,5.32,250000.0,18.43,MORTGAGE,A
14875.0, 60 months,18.49,37231.0,36.3,RENT,D
10500.0, 60 months,17.97,28832.0,23.62,RENT,D
20000.0, 36 months,8.49,122815.0,15.43,MORTGAGE,B
15450.0, 36 months,14.85,47471.06,27.43,RENT,C
25000.0, 36 months,12.88,150000.0,23.82,RENT,C
28000.0, 36 months,6.24,75000.0,20.91,MORTGAGE,A
27625.0, 36 months,17.57,68000.0,15.94,RENT,D
11200.0, 36 months,11.22,35000.0,8.54,OWN,B
3350.0, 36 months,7.91,42251.0,23.49,MORTGAGE,A
4000.0, 36 months,16.55,60000.0,12.56,RENT,D
15000.0, 36 months,5.32,71000.0,28.03,MORTGAGE,A
4000.0, 36 months,7.26,51500.0,16.43,RENT,A
9000.0, 36 months,5.32,35000.0,22.29,RENT,A
4775.0, 36 months,21.48,50000.0,17.02,OWN,E
12000.0, 36 months,9.17,63000.0,25.09,MORTGAGE,B
6000.0, 36 months,13.99,55000.0,31.05,MORTGAGE,C
10000.0, 36 months,9.17,46000.0,26.14,MORTGAGE,B
30000.0, 60 months,12.88,115210.0,13.23,RENT,C
32200.0, 60 months,13.67,106000.0,27.99,MORTGAGE,C
3000.0, 36 months,9.8,26000.0,32.87,RENT,B
6000.0, 36 months,9.17,51000.0,21.93,RENT,B
6500.0, 36 months,15.41,39582.0,20.04,RENT,D
20000.0, 36 months,6.49,55000.0,29.15,MORTGAGE,A
10000.0, 36 months,6.89,52000.0,1.86,RENT,A
16650.0, 60 months,18.99,83000.0,29.41,MORTGAGE,E
14400.0, 36 months,6.89,150000.0,8.47,RENT,A
10800.0, 36 months,14.85,45000.0,12.27,RENT,C
22000.0, 36 months,12.59,50000.0,0.84,MORTGAGE,C
15000.0, 36 months,11.99,41500.0,31.92,RENT,C
3500.0, 36 months,7.49,53000.0,22.31,RENT,A
15975.0, 36 months,16.59,58800.0,20.45,MORTGAGE,D
23000.0, 36 months,9.17,84000.0,11.8,RENT,B
10900.0, 36 months,18.49,39000.0,36.71,MORTGAGE,D
6500.0, 36 months,8.49,52000.0,20.08,OWN,B
14000.0, 36 months,8.38,42000.0,26.17,MORTGAGE,B
5000.0, 36 months,12.88,59000.0,3.82,MORTGAGE,C
8000.0, 36 months,11.99,50000.0,15.19,RENT,C
25000.0, 60 months,13.67,125000.0,5.32,MORTGAGE,C
25000.0, 36 months,13.67,55000.0,22.87,RENT,C
15000.0, 60 months,17.97,45500.0,30.95,RENT,D
11200.0, 60 months,13.44,60000.0,24.12,RENT,C
23000.0, 36 months,10.78,62341.0,17.31,RENT,B
5000.0, 36 months,11.99,60000.0,19.56,MORTGAGE,C
6000.0, 36 months,10.78,82000.0,19.06,RENT,B
2800.0, 36 months,9.76,21600.0,28.48,MORTGAGE,B
6000.0, 36 months,5.32,52000.0,15.82,MORTGAGE,A
25000.0, 60 months,13.67,90000.0,12.77,MORTGAGE,C
12000.0, 36 months,6.99,172000.0,7.98,MORTGAGE,A
6000.0, 36 months,6.49,65000.0,26.4,OWN,A
4800.0, 36 months,7.89,65000.0,31.35,RENT,A
10000.0, 60 months,17.27,48000.0,39.59,MORTGAGE,D
20000.0, 36 months,5.32,125000.0,7.42,MORTGAGE,A
8000.0, 36 months,14.48,115000.0,10.54,RENT,C
12000.0, 60 months,17.97,40000.0,33.48,MORTGAGE,D
25000.0, 36 months,19.48,50000.0,17.69,RENT,E
29000.0, 60 months,19.89,80000.0,14.13,RENT,E
5275.0, 36 months,15.77,12000.0,3.6,RENT,D
8000.0, 36 months,8.49,75000.0,19.06,OWN,B
10375.0, 36 months,16.59,55000.0,14.06,RENT,D
15000.0, 36 months,13.99,48100.0,28.32,RENT,C
3500.0, 36 months,10.78,75000.0,14.22,RENT,B
4000.0, 36 months,11.99,94000.0,0.0,RENT,C
6500.0, 36 months,8.49,105000.0,21.65,MORTGAGE,B
20000.0, 36 months,14.85,120000.0,33.29,OWN,C
6000.0, 36 months,11.48,42000.0,12.31,RENT,B
22000.0, 36 months,11.99,55000.0,8.68,MORTGAGE,C
10000.0, 36 months,10.64,60000.0,25.67,RENT,B
15300.0, 60 months,22.45,45000.0,27.44,OWN,F
18000.0, 60 months,17.57,85000.0,9.81,OWN,D
1400.0, 36 months,9.8,42000.0,38.71,MORTGAGE,B
4800.0, 36 months,6.24,74000.0,22.62,MORTGAGE,A
5000.0, 36 months,7.26,95000.0,26.57,MORTGAGE,A
5000.0, 36 months,17.27,45000.0,18.93,RENT,D
15000.0, 60 months,18.99,100000.0,12.01,OWN,E
11650.0, 36 months,16.55,44000.0,16.23,RENT,D
20000.0, 60 months,13.99,80000.0,15.06,MORTGAGE,C
16800.0, 36 months,13.99,97000.0,16.78,MORTGAGE,C
20000.0, 36 months,9.8,110000.0,15.8,MORTGAGE,B
6000.0, 36 months,14.48,42000.0,22.17,RENT,C
10000.0, 36 months,9.17,35000.0,11.69,MORTGAGE,B
13000.0, 36 months,8.49,70000.0,21.21,MORTGAGE,B
25000.0, 60 months,11.99,170000.0,17.52,MORTGAGE,C
30250.0, 60 months,12.88,91000.0,24.5,MORTGAGE,C
34000.0, 36 months,10.78,76497.0,13.32,RENT,B
25950.0, 60 months,17.27,68000.0,28.79,MORTGAGE,D
12000.0, 36 months,11.99,60000.0,22.04,RENT,C
11900.0, 60 months,17.97,34000.0,21.81,MORTGAGE,D
18000.0, 60 months,11.99,150000.0,17.39,MORTGAGE,C
